annee;tranche_horaire;Loire-Atlantique;Cote d Armor;Calvados;Seine-Maritime;Somme;Nord;Charante Maritime;Gironde;Herault;Bouches-du-Rhone
2017;6090;0.912;0.824;0.937;0.955;0.867;0.832;0.763;0.856;0.806;0.945
2017;6091;0.882;0.793;0.913;0.936;0.819;0.788;0.73;0.84;0.731;0.924
2017;6092;0.855;0.75;0.896;0.91;0.764;0.718;0.697;0.817;0.696;0.902
2017;6093;0.84;0.714;0.879;0.885;0.715;0.668;0.668;0.796;0.671;0.882
2017;6094;0.826;0.698;0.867;0.864;0.657;0.625;0.651;0.768;0.634;0.873
2017;6095;0.808;0.69;0.856;0.841;0.626;0.603;0.619;0.739;0.568;0.862
2017;6096;0.796;0.682;0.843;0.829;0.596;0.566;0.59;0.71;0.557;0.856
2017;6097;0.776;0.668;0.844;0.829;0.571;0.546;0.562;0.679;0.599;0.869
2017;6098;0.752;0.651;0.831;0.819;0.564;0.54;0.525;0.633;0.624;0.879
2017;6099;0.722;0.624;0.808;0.812;0.567;0.533;0.485;0.582;0.645;0.886
2017;6100;0.687;0.587;0.792;0.787;0.516;0.532;0.451;0.54;0.668;0.89
2017;6101;0.649;0.552;0.758;0.75;0.502;0.523;0.413;0.499;0.67;0.89
2017;6102;0.579;0.489;0.718;0.703;0.432;0.485;0.364;0.445;0.618;0.894
2017;6103;0.552;0.421;0.696;0.692;0.428;0.478;0.311;0.381;0.678;0.897
2017;6104;0.587;0.484;0.73;0.722;0.502;0.519;0.338;0.395;0.712;0.885
2017;6105;0.55;0.44;0.707;0.707;0.515;0.524;0.367;0.444;0.702;0.867
2017;6106;0.541;0.419;0.684;0.697;0.517;0.518;0.336;0.422;0.708;0.847
2017;6107;0.59;0.457;0.697;0.722;0.544;0.519;0.315;0.379;0.739;0.838
2017;6108;0.653;0.547;0.724;0.76;0.599;0.556;0.352;0.411;0.768;0.829
2017;6109;0.714;0.651;0.765;0.788;0.642;0.593;0.409;0.476;0.779;0.829
2017;6110;0.737;0.722;0.809;0.812;0.682;0.637;0.459;0.552;0.762;0.821
2017;6111;0.737;0.75;0.804;0.812;0.681;0.71;0.5;0.601;0.739;0.812
2017;6112;0.776;0.8;0.743;0.762;0.569;0.743;0.508;0.607;0.714;0.8
2017;6113;0.833;0.843;0.771;0.753;0.482;0.74;0.522;0.591;0.675;0.794
2017;6114;0.877;0.885;0.879;0.857;0.596;0.71;0.59;0.635;0.617;0.817
2017;6115;0.93;0.933;0.934;0.942;0.735;0.675;0.654;0.675;0.558;0.839
2017;6116;0.966;0.965;0.974;0.974;0.86;0.698;0.725;0.715;0.476;0.827
2017;6117;0.983;0.974;0.989;0.985;0.915;0.821;0.778;0.787;0.422;0.801
2017;6118;0.989;0.969;0.988;0.991;0.944;0.944;0.807;0.833;0.372;0.781
2017;6119;0.989;0.963;0.988;0.985;0.97;0.977;0.822;0.84;0.337;0.751
2017;6120;0.987;0.961;0.991;0.981;0.987;0.988;0.851;0.865;0.328;0.717
2017;6121;0.984;0.955;0.989;0.977;0.985;0.987;0.88;0.894;0.312;0.675
2017;6122;0.981;0.943;0.988;0.966;0.99;0.989;0.905;0.92;0.281;0.615
2017;6123;0.973;0.92;0.987;0.952;0.991;0.991;0.902;0.92;0.255;0.544
2017;6124;0.953;0.89;0.99;0.959;0.991;0.99;0.885;0.909;0.235;0.501
2017;6125;0.929;0.86;0.991;0.977;0.991;0.99;0.865;0.894;0.213;0.508
2017;6126;0.888;0.794;0.987;0.99;0.987;0.991;0.827;0.858;0.178;0.455
2017;6127;0.849;0.736;0.974;0.989;0.973;0.989;0.797;0.839;0.273;0.46
2017;6128;0.865;0.768;0.959;0.979;0.947;0.975;0.795;0.867;0.305;0.425
2017;6129;0.901;0.799;0.96;0.973;0.93;0.959;0.788;0.863;0.264;0.371
2017;6130;0.942;0.762;0.965;0.975;0.926;0.947;0.819;0.876;0.226;0.328
2017;6131;0.978;0.695;0.962;0.977;0.927;0.936;0.859;0.905;0.223;0.32
2017;6132;0.987;0.692;0.949;0.976;0.931;0.93;0.898;0.933;0.252;0.334
2017;6133;0.99;0.732;0.908;0.965;0.927;0.931;0.923;0.951;0.308;0.362
2017;6134;0.991;0.713;0.829;0.933;0.897;0.933;0.937;0.959;0.37;0.377
2017;6135;0.991;0.652;0.779;0.881;0.824;0.927;0.938;0.96;0.414;0.376
2017;6136;0.99;0.673;0.786;0.852;0.699;0.891;0.928;0.953;0.448;0.36
2017;6137;0.984;0.706;0.812;0.853;0.626;0.826;0.903;0.924;0.43;0.326
2017;6138;0.968;0.737;0.837;0.872;0.643;0.755;0.887;0.901;0.383;0.284
2017;6139;0.935;0.761;0.855;0.887;0.687;0.691;0.884;0.899;0.281;0.248
2017;6140;0.886;0.768;0.866;0.897;0.711;0.657;0.873;0.897;0.174;0.204
2017;6141;0.888;0.772;0.88;0.906;0.692;0.666;0.861;0.904;0.081;0.17
2017;6142;0.918;0.815;0.903;0.918;0.693;0.644;0.823;0.911;0.022;0.156
2017;6143;0.954;0.824;0.927;0.935;0.718;0.599;0.778;0.917;0.003;0.171
2017;6144;0.969;0.781;0.94;0.947;0.768;0.552;0.777;0.894;0.008;0.218
2017;6145;0.981;0.762;0.944;0.951;0.788;0.538;0.814;0.872;0.018;0.282
2017;6146;0.982;0.763;0.933;0.947;0.792;0.535;0.845;0.914;0.052;0.326
2017;6147;0.979;0.762;0.926;0.943;0.786;0.538;0.872;0.922;0.099;0.328
2017;6148;0.975;0.792;0.927;0.943;0.782;0.543;0.885;0.896;0.155;0.294
2017;6149;0.962;0.821;0.925;0.935;0.772;0.532;0.877;0.921;0.206;0.233
2017;6150;0.942;0.786;0.917;0.928;0.739;0.532;0.849;0.916;0.22;0.161
2017;6151;0.94;0.772;0.901;0.924;0.722;0.603;0.831;0.896;0.323;0.093
2017;6152;0.927;0.853;0.903;0.924;0.76;0.716;0.803;0.866;0.538;0.164
2017;6153;0.891;0.866;0.923;0.933;0.82;0.796;0.75;0.824;0.657;0.302
2017;6154;0.866;0.858;0.931;0.942;0.861;0.834;0.675;0.763;0.772;0.471
2017;6155;0.846;0.837;0.93;0.939;0.87;0.836;0.618;0.707;0.888;0.666
2017;6156;0.812;0.799;0.926;0.932;0.847;0.826;0.578;0.67;0.94;0.817
2017;6157;0.795;0.756;0.917;0.923;0.82;0.808;0.519;0.595;0.941;0.893
2017;6158;0.791;0.712;0.9;0.91;0.793;0.769;0.503;0.535;0.929;0.92
2017;6159;0.768;0.663;0.868;0.881;0.748;0.688;0.488;0.524;0.926;0.927
2017;6160;0.723;0.61;0.831;0.827;0.633;0.54;0.459;0.501;0.915;0.931
2017;6161;0.647;0.532;0.758;0.753;0.498;0.408;0.397;0.459;0.86;0.924
2017;6162;0.552;0.484;0.735;0.724;0.434;0.342;0.341;0.415;0.731;0.877
2017;6163;0.483;0.481;0.715;0.711;0.41;0.289;0.297;0.363;0.604;0.782
2017;6164;0.424;0.472;0.68;0.686;0.395;0.272;0.254;0.298;0.532;0.724
2017;6165;0.395;0.459;0.631;0.642;0.388;0.283;0.227;0.255;0.524;0.739
2017;6166;0.377;0.437;0.563;0.571;0.358;0.297;0.213;0.237;0.515;0.756
2017;6167;0.355;0.407;0.492;0.488;0.317;0.305;0.201;0.233;0.494;0.774
2017;6168;0.325;0.379;0.432;0.417;0.276;0.302;0.183;0.23;0.481;0.77
2017;6169;0.285;0.355;0.395;0.374;0.249;0.294;0.166;0.229;0.484;0.754
2017;6170;0.25;0.337;0.37;0.344;0.226;0.286;0.14;0.207;0.482;0.741
2017;6171;0.225;0.343;0.363;0.334;0.218;0.285;0.111;0.159;0.435;0.718
2017;6172;0.211;0.374;0.365;0.333;0.211;0.283;0.091;0.118;0.395;0.642
2017;6173;0.21;0.412;0.377;0.332;0.199;0.273;0.085;0.095;0.374;0.6
2017;6174;0.209;0.432;0.388;0.33;0.179;0.249;0.082;0.084;0.291;0.581
2017;6175;0.194;0.38;0.379;0.316;0.154;0.207;0.067;0.069;0.192;0.601
2017;6176;0.221;0.389;0.355;0.3;0.155;0.19;0.054;0.052;0.168;0.612
2017;6177;0.233;0.395;0.346;0.28;0.16;0.18;0.051;0.047;0.129;0.614
2017;6178;0.238;0.379;0.314;0.251;0.166;0.171;0.06;0.061;0.081;0.565
2017;6179;0.256;0.365;0.291;0.226;0.163;0.156;0.073;0.084;0.039;0.464
2017;6180;0.299;0.347;0.281;0.202;0.144;0.14;0.095;0.112;0.023;0.308
2017;6181;0.361;0.341;0.26;0.172;0.123;0.125;0.134;0.155;0.024;0.207
2017;6182;0.422;0.332;0.225;0.136;0.103;0.11;0.188;0.22;0.065;0.202
2017;6183;0.467;0.337;0.193;0.104;0.084;0.096;0.249;0.305;0.117;0.13
2017;6184;0.489;0.355;0.156;0.076;0.067;0.088;0.31;0.392;0.176;0.066
2017;6185;0.494;0.328;0.124;0.057;0.059;0.093;0.358;0.459;0.228;0.155
2017;6186;0.502;0.32;0.109;0.046;0.058;0.106;0.395;0.514;0.242;0.221
2017;6187;0.506;0.312;0.09;0.037;0.052;0.115;0.388;0.51;0.281;0.193
2017;6188;0.488;0.296;0.076;0.032;0.044;0.121;0.343;0.46;0.413;0.218
2017;6189;0.449;0.269;0.069;0.03;0.035;0.12;0.282;0.379;0.512;0.323
2017;6190;0.412;0.255;0.068;0.031;0.025;0.111;0.233;0.297;0.566;0.238
2017;6191;0.401;0.256;0.071;0.035;0.018;0.101;0.195;0.245;0.584;0.202
2017;6192;0.422;0.264;0.078;0.045;0.014;0.101;0.176;0.212;0.6;0.225
2017;6193;0.457;0.253;0.089;0.058;0.014;0.109;0.171;0.195;0.613;0.251
2017;6194;0.481;0.241;0.096;0.068;0.014;0.113;0.18;0.192;0.621;0.292
2017;6195;0.464;0.22;0.086;0.065;0.012;0.107;0.176;0.185;0.603;0.326
2017;6196;0.444;0.204;0.071;0.054;0.009;0.099;0.146;0.167;0.57;0.373
2017;6197;0.441;0.195;0.065;0.045;0.005;0.09;0.121;0.151;0.54;0.425
2017;6198;0.417;0.183;0.061;0.039;0.008;0.086;0.118;0.156;0.467;0.376
2017;6199;0.344;0.144;0.055;0.037;0.01;0.086;0.121;0.174;0.459;0.32
2017;6200;0.311;0.126;0.054;0.038;0.017;0.085;0.13;0.195;0.381;0.332
2017;6201;0.26;0.113;0.05;0.04;0.032;0.087;0.153;0.254;0.277;0.313
2017;6202;0.228;0.11;0.041;0.037;0.039;0.086;0.18;0.343;0.22;0.298
2017;6203;0.235;0.109;0.031;0.027;0.031;0.079;0.212;0.413;0.207;0.305
2017;6204;0.274;0.114;0.024;0.017;0.025;0.072;0.253;0.475;0.224;0.323
2017;6205;0.339;0.12;0.017;0.012;0.024;0.07;0.295;0.512;0.264;0.342
2017;6206;0.395;0.131;0.012;0.009;0.024;0.066;0.334;0.523;0.341;0.362
2017;6207;0.44;0.141;0.01;0.008;0.024;0.058;0.374;0.541;0.45;0.402
2017;6208;0.458;0.134;0.009;0.007;0.021;0.051;0.395;0.547;0.574;0.469
2017;6209;0.444;0.109;0.009;0.005;0.017;0.05;0.379;0.528;0.667;0.544
2017;6210;0.429;0.105;0.011;0.004;0.01;0.048;0.362;0.504;0.695;0.621
2017;6211;0.417;0.095;0.015;0.004;0.004;0.048;0.332;0.463;0.7;0.701
2017;6212;0.387;0.081;0.025;0.012;0.002;0.05;0.31;0.438;0.666;0.8
2017;6213;0.332;0.075;0.04;0.022;0.005;0.053;0.268;0.411;0.642;0.883
2017;6214;0.281;0.075;0.058;0.033;0.008;0.051;0.231;0.381;0.627;0.884
2017;6215;0.254;0.087;0.075;0.042;0.012;0.048;0.225;0.385;0.619;0.874
2017;6216;0.264;0.101;0.087;0.05;0.014;0.046;0.228;0.406;0.623;0.851
2017;6217;0.29;0.112;0.087;0.054;0.014;0.044;0.245;0.444;0.622;0.814
2017;6218;0.316;0.121;0.079;0.053;0.013;0.044;0.278;0.485;0.598;0.792
2017;6219;0.342;0.129;0.062;0.045;0.01;0.048;0.328;0.538;0.527;0.756
2017;6220;0.364;0.134;0.042;0.034;0.008;0.054;0.386;0.604;0.436;0.694
2017;6221;0.376;0.13;0.027;0.027;0.008;0.055;0.432;0.65;0.389;0.631
2017;6222;0.359;0.108;0.024;0.029;0.007;0.051;0.448;0.69;0.291;0.564
2017;6223;0.31;0.074;0.024;0.035;0.006;0.038;0.426;0.698;0.264;0.525
2017;6224;0.275;0.068;0.035;0.044;0.006;0.025;0.396;0.681;0.301;0.49
2017;6225;0.248;0.062;0.058;0.058;0.008;0.022;0.355;0.633;0.35;0.466
2017;6226;0.24;0.061;0.078;0.071;0.009;0.028;0.319;0.553;0.409;0.447
2017;6227;0.241;0.057;0.083;0.069;0.008;0.034;0.302;0.485;0.484;0.487
2017;6228;0.263;0.05;0.073;0.058;0.005;0.035;0.288;0.438;0.512;0.54
2017;6229;0.279;0.047;0.058;0.044;0.005;0.042;0.267;0.394;0.46;0.535
2017;6230;0.278;0.048;0.051;0.041;0.014;0.054;0.233;0.352;0.368;0.437
2017;6231;0.266;0.05;0.058;0.052;0.031;0.068;0.188;0.302;0.311;0.33
2017;6232;0.244;0.055;0.078;0.076;0.058;0.085;0.154;0.238;0.267;0.283
2017;6233;0.216;0.084;0.113;0.112;0.097;0.115;0.122;0.181;0.212;0.251
2017;6234;0.192;0.14;0.142;0.144;0.127;0.141;0.098;0.132;0.169;0.233
2017;6235;0.153;0.187;0.157;0.167;0.139;0.15;0.072;0.09;0.155;0.219
2017;6236;0.12;0.198;0.164;0.184;0.138;0.153;0.051;0.061;0.17;0.21
2017;6237;0.106;0.173;0.161;0.192;0.132;0.158;0.033;0.039;0.18;0.237
2017;6238;0.101;0.133;0.15;0.191;0.125;0.175;0.022;0.022;0.158;0.291
2017;6239;0.102;0.097;0.138;0.186;0.121;0.202;0.016;0.018;0.133;0.312
2017;6240;0.113;0.074;0.139;0.184;0.122;0.234;0.014;0.013;0.122;0.296
2017;6241;0.132;0.063;0.153;0.182;0.124;0.26;0.011;0.008;0.127;0.27
2017;6242;0.147;0.058;0.17;0.181;0.126;0.271;0.011;0.009;0.137;0.233
2017;6243;0.161;0.058;0.186;0.181;0.127;0.27;0.017;0.021;0.132;0.185
2017;6244;0.164;0.06;0.196;0.181;0.13;0.271;0.031;0.046;0.12;0.143
2017;6245;0.145;0.071;0.208;0.186;0.135;0.289;0.042;0.075;0.118;0.115
2017;6246;0.119;0.106;0.224;0.203;0.151;0.312;0.047;0.096;0.111;0.113
2017;6247;0.076;0.152;0.217;0.217;0.157;0.32;0.035;0.085;0.092;0.152
2017;6248;0.084;0.184;0.237;0.24;0.182;0.322;0.021;0.061;0.078;0.184
2017;6249;0.089;0.2;0.249;0.255;0.209;0.347;0.021;0.046;0.104;0.167
2017;6250;0.074;0.206;0.241;0.25;0.219;0.365;0.027;0.049;0.157;0.178
2017;6251;0.073;0.223;0.222;0.228;0.207;0.36;0.035;0.071;0.194;0.234
2017;6252;0.12;0.259;0.22;0.22;0.195;0.341;0.052;0.108;0.223;0.289
2017;6253;0.223;0.294;0.256;0.248;0.207;0.329;0.102;0.168;0.245;0.304
2017;6254;0.314;0.307;0.309;0.294;0.231;0.328;0.177;0.264;0.251;0.302
2017;6255;0.341;0.293;0.334;0.319;0.236;0.323;0.223;0.324;0.264;0.344
2017;6256;0.336;0.286;0.313;0.309;0.217;0.328;0.223;0.321;0.297;0.425
2017;6257;0.361;0.294;0.279;0.281;0.204;0.381;0.219;0.284;0.324;0.471
2017;6258;0.422;0.365;0.28;0.262;0.196;0.429;0.264;0.295;0.447;0.51
2017;6259;0.467;0.451;0.311;0.262;0.172;0.454;0.308;0.327;0.593;0.586
2017;6260;0.494;0.506;0.337;0.28;0.163;0.45;0.323;0.351;0.674;0.669
2017;6261;0.501;0.538;0.328;0.287;0.169;0.442;0.33;0.38;0.698;0.73
2017;6262;0.508;0.568;0.339;0.291;0.167;0.432;0.325;0.396;0.672;0.768
2017;6263;0.505;0.566;0.357;0.295;0.17;0.426;0.312;0.391;0.644;0.803
2017;6264;0.482;0.562;0.364;0.294;0.179;0.417;0.294;0.378;0.618;0.844
2017;6265;0.477;0.553;0.379;0.305;0.182;0.401;0.264;0.345;0.594;0.87
2017;6266;0.494;0.544;0.438;0.341;0.194;0.379;0.248;0.316;0.593;0.881
2017;6267;0.492;0.538;0.513;0.386;0.21;0.379;0.246;0.311;0.607;0.89
2017;6268;0.47;0.517;0.535;0.4;0.201;0.402;0.251;0.325;0.635;0.891
2017;6269;0.467;0.496;0.532;0.391;0.177;0.422;0.247;0.316;0.668;0.895
2017;6270;0.448;0.449;0.501;0.371;0.173;0.42;0.252;0.311;0.651;0.901
2017;6271;0.374;0.355;0.413;0.315;0.165;0.377;0.238;0.305;0.706;0.935
2017;6272;0.341;0.298;0.336;0.228;0.144;0.343;0.264;0.312;0.838;0.957
2017;6273;0.279;0.238;0.245;0.16;0.121;0.299;0.245;0.315;0.856;0.961
2017;6274;0.201;0.184;0.192;0.112;0.109;0.238;0.207;0.295;0.865;0.959
2017;6275;0.177;0.155;0.172;0.088;0.102;0.193;0.188;0.285;0.884;0.961
2017;6276;0.191;0.144;0.17;0.087;0.1;0.189;0.188;0.302;0.903;0.969
2017;6277;0.234;0.144;0.189;0.131;0.126;0.202;0.195;0.317;0.906;0.975
2017;6278;0.29;0.141;0.214;0.174;0.156;0.201;0.204;0.323;0.888;0.972
2017;6279;0.332;0.133;0.212;0.185;0.16;0.18;0.205;0.31;0.87;0.969
2017;6280;0.358;0.121;0.181;0.167;0.14;0.148;0.193;0.28;0.841;0.968
2017;6281;0.367;0.105;0.143;0.147;0.127;0.128;0.189;0.255;0.785;0.96
2017;6282;0.349;0.088;0.106;0.125;0.121;0.12;0.201;0.256;0.744;0.951
2017;6283;0.306;0.065;0.085;0.121;0.125;0.125;0.185;0.235;0.672;0.953
2017;6284;0.256;0.054;0.09;0.141;0.143;0.152;0.155;0.199;0.619;0.951
2017;6285;0.201;0.059;0.114;0.17;0.159;0.186;0.126;0.163;0.614;0.951
2017;6286;0.145;0.073;0.14;0.196;0.168;0.211;0.101;0.137;0.603;0.955
2017;6287;0.097;0.095;0.165;0.22;0.174;0.229;0.073;0.116;0.592;0.953
2017;6288;0.058;0.118;0.196;0.248;0.183;0.249;0.043;0.091;0.596;0.949
2017;6289;0.038;0.141;0.236;0.286;0.205;0.27;0.02;0.066;0.61;0.947
2017;6290;0.042;0.163;0.272;0.323;0.235;0.283;0.007;0.043;0.626;0.947
2017;6291;0.067;0.198;0.315;0.364;0.277;0.281;0.005;0.034;0.626;0.946
2017;6292;0.104;0.244;0.373;0.413;0.323;0.273;0.01;0.042;0.615;0.943
2017;6293;0.145;0.293;0.422;0.449;0.362;0.264;0.026;0.061;0.602;0.94
2017;6294;0.181;0.328;0.447;0.461;0.355;0.241;0.053;0.089;0.558;0.936
2017;6295;0.194;0.294;0.4;0.42;0.286;0.193;0.064;0.095;0.56;0.939
2017;6296;0.21;0.335;0.376;0.413;0.27;0.18;0.065;0.094;0.494;0.933
2017;6297;0.214;0.341;0.391;0.431;0.278;0.223;0.07;0.102;0.377;0.906
2017;6298;0.225;0.32;0.369;0.416;0.266;0.267;0.067;0.093;0.248;0.858
2017;6299;0.245;0.312;0.341;0.392;0.248;0.304;0.058;0.076;0.137;0.798
2017;6300;0.27;0.325;0.323;0.367;0.237;0.344;0.05;0.061;0.062;0.766
2017;6301;0.291;0.358;0.315;0.346;0.228;0.38;0.042;0.051;0.026;0.763
2017;6302;0.3;0.389;0.316;0.329;0.214;0.398;0.035;0.049;0.014;0.754
2017;6303;0.291;0.41;0.305;0.305;0.2;0.404;0.03;0.051;0.022;0.749
2017;6304;0.27;0.416;0.258;0.253;0.164;0.384;0.025;0.058;0.058;0.744
2017;6305;0.24;0.405;0.217;0.225;0.147;0.362;0.022;0.071;0.15;0.71
2017;6306;0.217;0.401;0.253;0.241;0.159;0.334;0.028;0.113;0.139;0.674
2017;6307;0.188;0.41;0.358;0.314;0.218;0.303;0.049;0.18;0.071;0.602
2017;6308;0.157;0.402;0.466;0.429;0.302;0.302;0.084;0.242;0.041;0.559
2017;6309;0.143;0.389;0.525;0.519;0.37;0.334;0.127;0.285;0.046;0.54
2017;6310;0.154;0.396;0.532;0.559;0.406;0.374;0.172;0.31;0.065;0.491
2017;6311;0.185;0.422;0.506;0.566;0.42;0.404;0.216;0.324;0.083;0.41
2017;6312;0.237;0.454;0.483;0.557;0.428;0.428;0.252;0.332;0.093;0.334
2017;6313;0.295;0.484;0.488;0.544;0.43;0.438;0.278;0.337;0.112;0.27
2017;6314;0.348;0.504;0.508;0.539;0.428;0.439;0.294;0.337;0.141;0.216
2017;6315;0.359;0.5;0.538;0.562;0.432;0.437;0.291;0.337;0.159;0.168
2017;6316;0.343;0.483;0.568;0.594;0.443;0.433;0.277;0.322;0.172;0.144
2017;6317;0.337;0.473;0.598;0.615;0.447;0.43;0.252;0.291;0.189;0.123
2017;6318;0.335;0.449;0.615;0.616;0.422;0.398;0.223;0.257;0.19;0.076
2017;6319;0.291;0.407;0.568;0.574;0.344;0.326;0.156;0.175;0.142;0.03
2017;6320;0.241;0.358;0.528;0.538;0.3;0.305;0.102;0.104;0.078;0.015
2017;6321;0.262;0.37;0.603;0.613;0.4;0.393;0.09;0.093;0.037;0.014
2017;6322;0.259;0.361;0.667;0.672;0.477;0.467;0.08;0.069;0.02;0.027
2017;6323;0.235;0.312;0.652;0.663;0.466;0.492;0.058;0.04;0.017;0.047
2017;6324;0.22;0.31;0.619;0.628;0.43;0.488;0.042;0.02;0.02;0.063
2017;6325;0.212;0.368;0.574;0.58;0.386;0.469;0.037;0.016;0.031;0.07
2017;6326;0.212;0.451;0.517;0.52;0.332;0.436;0.046;0.041;0.041;0.073
2017;6327;0.248;0.484;0.454;0.457;0.253;0.366;0.072;0.095;0.051;0.077
2017;6328;0.309;0.46;0.405;0.413;0.208;0.286;0.112;0.164;0.08;0.086
2017;6329;0.402;0.407;0.43;0.407;0.2;0.277;0.159;0.228;0.155;0.107
2017;6330;0.516;0.401;0.468;0.415;0.19;0.266;0.214;0.278;0.165;0.112
2017;6331;0.574;0.388;0.495;0.435;0.201;0.263;0.266;0.311;0.103;0.091
2017;6332;0.56;0.343;0.491;0.457;0.213;0.254;0.311;0.337;0.05;0.057
2017;6333;0.505;0.276;0.464;0.47;0.218;0.238;0.341;0.358;0.024;0.031
2017;6334;0.442;0.21;0.42;0.479;0.231;0.214;0.355;0.364;0.028;0.031
2017;6335;0.395;0.167;0.366;0.44;0.236;0.182;0.35;0.355;0.034;0.046
2017;6336;0.362;0.134;0.305;0.381;0.233;0.147;0.323;0.325;0.038;0.067
2017;6337;0.328;0.116;0.257;0.33;0.228;0.128;0.291;0.287;0.042;0.076
2017;6338;0.296;0.107;0.232;0.295;0.236;0.133;0.274;0.286;0.049;0.074
2017;6339;0.278;0.097;0.208;0.272;0.251;0.158;0.277;0.32;0.056;0.072
2017;6340;0.255;0.077;0.174;0.234;0.245;0.192;0.278;0.349;0.062;0.074
2017;6341;0.223;0.062;0.127;0.183;0.22;0.22;0.267;0.344;0.067;0.077
2017;6342;0.179;0.059;0.084;0.133;0.182;0.233;0.237;0.31;0.067;0.076
2017;6343;0.123;0.057;0.056;0.091;0.121;0.206;0.17;0.219;0.037;0.047
2017;6344;0.085;0.053;0.038;0.058;0.084;0.177;0.123;0.147;0.019;0.019
2017;6345;0.051;0.064;0.024;0.037;0.055;0.14;0.082;0.093;0.008;0.009
2017;6346;0.021;0.076;0.022;0.035;0.046;0.112;0.053;0.065;0.001;0.007
2017;6347;0.011;0.074;0.029;0.043;0.053;0.1;0.037;0.058;0.001;0.013
2017;6348;0.008;0.068;0.036;0.056;0.069;0.094;0.037;0.063;0.003;0.021
2017;6349;0.014;0.062;0.034;0.06;0.078;0.082;0.054;0.086;0.028;0.031
2017;6350;0.025;0.055;0.026;0.053;0.071;0.066;0.077;0.122;0.045;0.039
2017;6351;0.026;0.055;0.019;0.046;0.061;0.054;0.077;0.138;0.069;0.045
2017;6352;0.028;0.054;0.014;0.043;0.06;0.055;0.06;0.126;0.123;0.05
2017;6353;0.071;0.058;0.014;0.045;0.066;0.061;0.059;0.135;0.171;0.056
2017;6354;0.106;0.088;0.013;0.039;0.058;0.059;0.069;0.16;0.149;0.057
2017;6355;0.137;0.135;0.012;0.035;0.045;0.064;0.09;0.167;0.12;0.051
2017;6356;0.133;0.165;0.02;0.035;0.034;0.079;0.127;0.19;0.103;0.039
2017;6357;0.086;0.169;0.046;0.036;0.02;0.096;0.163;0.236;0.064;0.025
2017;6358;0.054;0.154;0.098;0.057;0.009;0.095;0.18;0.27;0.02;0.015
2017;6359;0.053;0.107;0.163;0.09;0.009;0.082;0.192;0.276;0.01;0.017
2017;6360;0.1;0.054;0.214;0.119;0.015;0.072;0.216;0.278;0.042;0.028
2017;6361;0.194;0.032;0.294;0.192;0.042;0.063;0.247;0.296;0.093;0.046
2017;6362;0.3;0.081;0.391;0.271;0.078;0.058;0.265;0.324;0.135;0.065
2017;6363;0.367;0.186;0.401;0.283;0.093;0.053;0.272;0.339;0.16;0.075
2017;6364;0.416;0.291;0.391;0.302;0.112;0.057;0.267;0.332;0.186;0.076
2017;6365;0.463;0.358;0.393;0.313;0.133;0.077;0.264;0.307;0.228;0.078
2017;6366;0.481;0.361;0.373;0.316;0.152;0.106;0.278;0.3;0.239;0.082
2017;6367;0.409;0.25;0.279;0.266;0.126;0.098;0.249;0.241;0.156;0.061
2017;6368;0.311;0.17;0.192;0.185;0.077;0.081;0.198;0.192;0.101;0.036
2017;6369;0.325;0.27;0.225;0.167;0.057;0.071;0.197;0.238;0.067;0.017
2017;6370;0.361;0.321;0.216;0.153;0.056;0.058;0.201;0.268;0.043;0.007
2017;6371;0.359;0.314;0.207;0.139;0.051;0.049;0.18;0.234;0.038;0.01
2017;6372;0.364;0.305;0.212;0.147;0.055;0.047;0.155;0.191;0.057;0.026
2017;6373;0.362;0.29;0.22;0.166;0.06;0.049;0.125;0.146;0.082;0.054
2017;6374;0.347;0.274;0.22;0.185;0.068;0.053;0.096;0.105;0.094;0.077
2017;6375;0.31;0.246;0.209;0.207;0.079;0.058;0.068;0.069;0.086;0.076
2017;6376;0.251;0.209;0.196;0.256;0.102;0.068;0.041;0.037;0.076;0.064
2017;6377;0.194;0.207;0.228;0.357;0.15;0.099;0.019;0.01;0.098;0.068
2017;6378;0.149;0.214;0.313;0.457;0.203;0.158;0.008;0.001;0.115;0.065
2017;6379;0.109;0.205;0.408;0.522;0.252;0.225;0.004;0.003;0.107;0.058
2017;6380;0.085;0.193;0.469;0.554;0.297;0.274;0.003;0.008;0.1;0.043
2017;6381;0.076;0.192;0.503;0.56;0.325;0.293;0.005;0.01;0.084;0.027
2017;6382;0.077;0.211;0.519;0.558;0.329;0.282;0.01;0.011;0.072;0.019
2017;6383;0.089;0.238;0.516;0.552;0.333;0.264;0.019;0.016;0.055;0.014
2017;6384;0.121;0.251;0.506;0.535;0.335;0.26;0.033;0.034;0.043;0.008
2017;6385;0.158;0.258;0.502;0.512;0.329;0.267;0.052;0.059;0.041;0.008
2017;6386;0.185;0.261;0.513;0.494;0.313;0.27;0.069;0.083;0.048;0.012
2017;6387;0.201;0.259;0.528;0.498;0.304;0.253;0.066;0.073;0.062;0.021
2017;6388;0.202;0.256;0.525;0.519;0.31;0.234;0.046;0.045;0.085;0.035
2017;6389;0.192;0.249;0.506;0.53;0.319;0.222;0.025;0.019;0.105;0.048
2017;6390;0.165;0.235;0.47;0.516;0.313;0.209;0.01;0.007;0.118;0.064
2017;6391;0.117;0.183;0.347;0.406;0.231;0.167;0.006;0.016;0.07;0.08
